time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Concurrent GC.count,Jvm:G1 Concurrent GC.time,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2026-08-09 13:15:29.455 UTC, , , , , , , , , ,125,3171109,25256, , ,3,2,39,3,0.08,1, , , , , , ,3,3, ,2,2,2,1,4, ,63,35, , , , , , , , , , , , , ,79941,16, ,78912, , , , , , ,-1,-1,-1,-1, , , , , ,10,403, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281329442,,, , , , , , , , , ,3145728,79941, , , , , , ,45, , ,2, , ,3, , ,45, ,2048,1, , , , , ,265306,74, , , , , , ,2, , , ,13,18,31351808,7, , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:29.467 UTC, , , , , , , , , ,125,3190173,44320, , ,5, ,33,2,0.06, , , , , , , ,5,5, , , ,3,2,6, ,33,13, , , , , , , , , , , , , ,79941,16, ,78912, , , , ,79991,46952259584,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,79991,1786281329442,,, , , , , , , , , ,3145728,79941, , , , , , ,17, , ,1, , ,3, , ,17,1, , , , , , , ,22047,18, , , , , , , , , , , , ,34497536,7, , , , , , ,49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , 
2026-08-09 13:15:29.483 UTC, , , , , , , , , ,125,3171109,25256, , ,3,2,38,3,0.08,1, , , , , , ,3,3, ,2,2,2,1,4, ,63,35, , , , , , , , , , , , , ,79941,16, ,78912, , , , , , ,-1,-1,-1,-1, , , , , ,10,403, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281329473,,, , , , , , , , , ,3145728,79941, , , , , , ,45, , ,2, , ,3, , ,45, ,2048,1, , , , , ,265306,74, , , , , , ,2, , , ,13,18,50226176,7, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:29.496 UTC, , , , , , , , , ,589,3208941,62624, , ,11, ,77,8,0.10, , , , , , , ,11,11, , , ,3,7,13, ,49,16, , , , , , , , , , , , , ,79941,16, ,78912, , , , ,79991,46952243200,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,79991,1786281329473,,, , , , , , , , , ,3145728,80867, , , , , , ,32, , ,1, , ,3, , ,32,1, , , , , , , ,46838,33, , , , , , , , , , , , ,51274752,7, , , , , , ,104, , , ,4, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , ,17,1,6,5,5,1,7,1, , , , 
2026-08-09 13:15:29.518 UTC, , , , , , , , , ,125,3171133,25280, , ,3,2,54,3,0.06,1, , , , , , ,3,3, ,2,2,2,1,4, ,77,36, , , , , , , , , , , , , ,82906,17, ,81049, , , , , , ,-1,-1,-1,-1, , , , , ,10,443, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281329509,,, , , , , , , , , ,3145728,82906, , , , , , ,46, , ,2, , ,3, , ,46, ,2048,1, , , , , ,265464,75, , , , , , ,2, , , ,13,18,64906240,7, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:29.522 UTC, , , , , , , , , ,125,3193181,47328, , ,6, ,35,3,0.09, , , , , , , ,6,6, , , ,3,3,7, ,33,13, , , , , , , , , , , , , ,82906,17, ,81049, , , , ,82956,46952251392,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,82956,1786281329509,,, , , , , , , , , ,3145728,82906, , , , , , ,19, , ,1, , ,3, , ,19,1, , , , , , , ,26143,20, , , , , , , , , , , , ,65954816,7, , , , , , ,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:15:29.531 UTC, , , , , , , , , ,125,3171133,25280, , ,3,2,54,3,0.06,1, , , , , , ,3,3, ,2,2,2,1,4, ,77,36, , , , , , , , , , , , , ,82906,17, ,81049, , , , , , ,-1,-1,-1,-1, , , , , ,10,443, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281329523,,, , , , , , , , , ,3145728,82906, , , , , , ,46, , ,2, , ,3, , ,46, ,2048,1, , , , , ,265464,75, , , , , , ,2, , , ,13,18,79586304,7, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:29.536 UTC, , , , , , , , , ,125,3193365,47512, , ,6, ,36,3,0.08, , , , , , , ,6,6, , , ,3,2,8, ,34,14, , , , , , , , , , , , , ,82906,17, ,81049, , , , ,82956,46952239104,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,82956,1786281329523,,, , , , , , , , , ,3145728,82906, , , , , , ,20, , ,1, , ,3, , ,20,1, , , , , , , ,26217,21, , , , , , , , , , , , ,79586304,7, , , , , , ,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:15:29.545 UTC, , , , , , , , , ,125,3171133,25280, , ,3,2,54,3,0.06,1, , , , , , ,3,3, ,2,2,2,1,4, ,77,36, , , , , , , , , , , , , ,82906,17, ,81049, , , , , , ,-1,-1,-1,-1, , , , , ,10,443, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281329537,,, , , , , , , , , ,3145728,82906, , , , , , ,46, , ,2, , ,3, , ,46, ,2048,1, , , , , ,265464,75, , , , , , ,2, , , ,13,18,93217792,7, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:29.548 UTC, , , , , , , , , ,125,3193213,47360, , ,6, ,35,3,0.09, , , , , , , ,6,6, , , ,3,3,7, ,33,13, , , , , , , , , , , , , ,82906,17, ,81049, , , , ,82956,46952226816,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,82956,1786281329537,,, , , , , , , , , ,3145728,82906, , , , , , ,19, , ,1, , ,3, , ,19,1, , , , , , , ,26143,20, , , , , , , , , , , , ,94266368,7, , , , , , ,49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , 
2026-08-09 13:15:56.356 UTC, , , , , , , , , ,125,3171133,25280, , ,3,2,54,3,0.06,1, , , , , , ,3,3, ,2,2,2,1,4, ,77,36, , , , , , , , , , , , , ,82906,17, ,81049, , , , ,82956,46949687296,21,21,21,21, , , , , ,10,443, , , , , , , , , , , , , , , , , , , , , , , , , ,82956,1786281356087,,, , , , , , , , , ,3145728,82906, , , , , , ,46, , ,2, , ,3, , ,46, ,2048,1, , , , , ,265464,75, , , , , , ,2, , , ,11,14,51689376,6, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:56.425 UTC, , , , , , , , , ,125,3193181,47328, , ,6, ,36,3,0.08, , , , , , , ,6,6, , , ,3,3,7, ,33,13, , , , , , , , , , , , , ,82906,17, ,81049, , , , ,82956,46949687296,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,82956,1786281356087,,, , , , , , , , , ,3145728,82906, , , , , , ,19, , ,1, , ,3, , ,19,1, , , , , , , ,26143,20, , , , , , , , , , ,1,2,32638816,6, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:15:56.461 UTC, , , , , , , , , ,125,3171133,25280, , ,3,2,55,3,0.06,1, , , , , , ,3,3, ,2,2,2,1,4, ,77,36, , , , , , , , , , , , , ,82906,17, ,81049, , , , , , ,-1,-1,-1,-1, , , , , ,10,443, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281356436,,, , , , , , , , , ,3145728,82906, , , , , , ,46, , ,2, , ,3, , ,46, ,2048,1, , , , , ,265464,75, , , , , , ,2, , , ,12,16,46270304,6, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:56.475 UTC, , , , , , , , , ,589,3196845,50528, , ,7, ,39,4,0.10, , , , , , , ,7,7, , , ,3,4,8, ,37,14, , , , , , , , , , , , , ,82906,17, ,81049, , , , ,82956,46949650432,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,82956,1786281356436,,, , , , , , , , , ,3145728,83137, , , , , , ,22, , ,1, , ,3, , ,22,1, , , , , , , ,30313,23, , , , , , , , , , , , ,47318880,6, , , , , , ,60, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,4,1,1,1, , , , , , , , 
2026-08-09 13:15:56.506 UTC, , , , , , , , , ,125,3171157,25304, , ,3,1,38,3,0.08,1, , , , , , ,3,3, ,2,1,2,1,4, ,67,37, , , , , , , , , , , , , ,84441,18, ,83334, , , , , , ,-1,-1,-1,-1, , , , , ,10,459, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281356490,,, , , , , , , , , ,3145728,84441, , , , , , ,46, , ,2, , ,3, , ,46, ,2048,1, , , , , ,263494,75, , , , , , ,2, , , ,12,16,59901792,6, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:56.514 UTC, , , , , , , , , ,589,3196613,50296, , ,7, ,41,4,0.10, , , , , , , ,7,7, , , ,3,3,9, ,37,13, , , , , , , , , , , , , ,84441,18, ,83334, , , , ,84491,46949728256,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,84491,1786281356490,,, , , , , , , , , ,3145728,84676, , , , , , ,21, , ,1, , ,3, , ,21,1, , , , , , , ,30239,22, , , , , , , , , , , , ,59901792,6, , , , , , ,57, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,5,1,1, ,1, , , , , , , 
2026-08-09 13:15:56.540 UTC, , , , , , , , , ,125,3171293,25304,136, ,3,1,40,3,0.08, , , , , , , ,3,3, ,2,1,2,1,3, ,70,39, , , , , , , , , , , , , ,85802,19, ,84904, , , , ,85852,46949720064,20,20,20,20, , , , , ,10,472, , , , , , , , , , , , , , , , , , , , , , , , , ,85852,1786281356527,,, , , , , , , , , ,3145728,85802, , , , , , ,48, , ,3, , ,3, , ,48,1,2048,1, , , , , ,265705,76, , , , , , ,2, , , ,12,16,72484704,6, , , , , , ,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:56.552 UTC, , , , , , , , , ,125,3190221,44368, , ,5, ,32,2,0.06, , , , , , , ,5,5, , , ,3,2,6, ,32,12, , , , , , , , , , , , , ,85802,19, ,84904, , , , ,85852,46949720064,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85852,1786281356527,,, , , , , , , , , ,3145728,85802, , , , , , ,16, , , , , ,3, , ,16,1, , , , , , , ,19922,18, , , , , , , , , , , , ,75630432,6, , , , , , ,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , 
2026-08-09 13:15:56.573 UTC, , , , , , , , , ,125,3171157,25304, , ,3,1,38,3,0.08, , , , , , , ,3,3, ,2,1,2,1,4, ,69,38, , , , , , , , , , , , , ,85802,19, ,84904, , , , , , ,-1,-1,-1,-1, , , , , ,10,472, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281356557,,, , , , , , , , , ,3145728,85802, , , , , , ,47, , ,2, , ,3, , ,47, ,2048,1, , , , , ,263580,76, , , , , , ,2, , , ,13,19,22951072,6, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:56.589 UTC, , , , , , , , , ,589,3208989,62672, , ,11, ,77,8,0.10, , , , , , , ,11,11, , , ,3,7,13, ,49,16, , , , , , , , , , , , , ,85802,19, ,84904, , , , ,85852,46949711872,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85852,1786281356557,,, , , , , , , , , ,3145728,86728, , , , , , ,32, , ,1, , ,3, , ,32,1, , , , , , , ,46838,33, , , , , , , , , , , , ,23999648,6, , , , , , ,104, , , ,4, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , ,17,1,6,5,5,1,7,1, , , , 
2026-08-09 13:15:56.611 UTC, , , , , , , , , ,125,3171261,25328,80, ,3, ,55,3,0.05, , , , , , , ,3,3, ,2, ,2,1,4, ,83,39, , , , , , , , , , , , , ,89284,20, ,86910, , , , ,89334,46949707776,20,20,20,20, , , , , ,11,515, , , , , , , , , , , , , , , , , , , , , , , , , ,89334,1786281356602,,, , , , , , , , , ,3145728,89284, , , , , , ,47, , ,2, , ,3, , ,47, ,2048,1, , , , , ,280134,78, , , , , , ,2, , , ,13,19,36582560,6, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:56.615 UTC, , , , , , , , , ,125,3193229,47376, , ,6, ,34,3,0.09, , , , , , , ,6,6, , , ,3,3,7, ,33,13, , , , , , , , , , , , , ,89284,20, ,86910, , , , ,89334,46949707776,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,89334,1786281356602,,, , , , , , , , , ,3145728,89284, , , , , , ,19, , ,1, , ,3, , ,19,1, , , , , , , ,26143,20, , , , , , , , , , , , ,36582560,6, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:15:56.626 UTC, , , , , , , , , ,125,3171317,25328,136, ,3, ,56,3,0.05, , , , , , , ,3,3, ,2, ,2,1,3, ,85,40, , , , , , , , , , , , , ,89284,20, ,86910, , , , , , ,-1,-1,-1,-1, , , , , ,11,515, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281356618,,, , , , , , , , , ,3145728,89284, , , , , , ,47, , ,2, , ,3, , ,47, ,2048,1, , , , , ,282259,78, , , , , , ,2, , , ,13,19,49165472,6, , , , , , ,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:56.630 UTC, , , , , , , , , ,125,3193413,47560, , ,6, ,34,3,0.09, , , , , , , ,6,6, , , ,3,2,8, ,32,13, , , , , , , , , , , , , ,89284,20, ,86910, , , , ,89334,46949699584,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,89334,1786281356618,,, , , , , , , , , ,3145728,89284, , , , , , ,20, , ,1, , ,3, , ,20,1, , , , , , , ,24092,21, , , , , , , , , , , , ,50214048,6, , , , , , ,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:15:56.639 UTC, , , , , , , , , ,125,3171181,25328, , ,3, ,54,3,0.06, , , , , , , ,3,3, ,2, ,2,1,4, ,83,39, , , , , , , , , , , , , ,89284,20, ,86910, , , , ,89334,46949687296,20,20,20,20, , , , , ,11,515, , , , , , , , , , , , , , , , , , , , , , , , , ,89334,1786281356631,,, , , , , , , , , ,3145728,89284, , , , , , ,47, , ,2, , ,3, , ,47, ,2048,1, , , , , ,280134,78, , , , , , ,2, , , ,13,19,61748384,6, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:56.644 UTC, , , , , , , , , ,125,3193261,47408, , ,6, ,35,3,0.09, , , , , , , ,6,6, , , ,3,3,7, ,33,13, , , , , , , , , , , , , ,89284,20, ,86910, , , , ,89334,46949687296,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,89334,1786281356631,,, , , , , , , , , ,3145728,89284, , , , , , ,19, , ,1, , ,3, , ,19,1, , , , , , , ,26143,20, , , , , , , , , , , , ,62796960,6, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , 
2026-08-09 13:26:00.661 UTC, , , , , , , , , ,125,3171181,25328, , ,3, ,54,3,0.06, , , , , , , ,3,3, ,2, ,2,1,4, ,83,39, , , , , , , , , , , , , ,89284,20, ,86910, , , , ,89334,47947980800,20,20,20,20, , , , , ,11,515, , , , , , , , , , , , , , , , , , , , , , , , , ,89334,1786281960360,,, , , , , , , , , ,3145728,89284, , , , , , ,47, , ,2, , ,3, , ,47, ,2048,1, , , , , ,280134,78, , , , , , ,2, , , ,11,17,54832984,9, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:26:00.748 UTC, , , , , , , , , ,125,3193229,47376, , ,6, ,36,3,0.08, , , , , , , ,6,6, , , ,3,3,7, ,33,13, , , , , , , , , , , , , ,89284,20, ,86910, , , , ,89334,47947980800,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,89334,1786281960360,,, , , , , , , , , ,3145728,89284, , , , , , ,19, , ,1, , ,3, , ,19,1, , , , , , , ,26143,20, , , , , , , , , , ,1,6,35846128,9, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:26:00.774 UTC, , , , , , , , , ,125,3171181,25328, , ,3, ,55,3,0.05, , , , , , , ,3,3, ,2, ,2,1,4, ,83,39, , , , , , , , , , , , , ,89284,20, ,86910, , , , , , ,-1,-1,-1,-1, , , , , ,11,515, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281960757,,, , , , , , , , , ,3145728,89284, , , , , , ,47, , ,2, , ,3, , ,47, ,2048,1, , , , , ,280134,78, , , , , , ,2, , , ,12,23,49477616,9, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:26:00.786 UTC, , , , , , , , , ,589,3196893,50576, , ,7, ,39,4,0.10, , , , , , , ,7,7, , , ,3,4,8, ,37,14, , , , , , , , , , , , , ,89284,20, ,86910, , , , ,89334,47947960320,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,89334,1786281960757,,, , , , , , , , , ,3145728,89515, , , , , , ,22, , ,1, , ,3, , ,22,1, , , , , , , ,30313,23, , , , , , , , , , , , ,51574768,9, , , , , , ,60, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,4,1,1,1, , , , , , , , 
2026-08-09 13:26:00.818 UTC, , , , , , , , , ,125,3171365,25376,136, ,3,1,40,3,0.08,1, , , , , , ,3,3, ,2,1,2,1,3, ,75,41, , , , , , , , , , , , , ,90512,21, ,89712, , , , , , ,-1,-1,-1,-1, , , , , ,11,528, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281960805,,, , , , , , , , , ,3145728,90512, , , , , , ,49, , ,2, , ,3, , ,49, ,2048,1, , , , , ,284363,80, , , , , , ,2, , , ,12,23,64157680,9, , , , , , ,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:26:00.825 UTC, , , , , , , , , ,589,3196685,50368, , ,7, ,39,4,0.10, , , , , , , ,7,7, , , ,3,3,9, ,35,12, , , , , , , , , , , , , ,90512,21, ,89712, , , , ,90562,47948161024,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90562,1786281960805,,, , , , , , , , , ,3145728,90747, , , , , , ,21, , ,1, , ,3, , ,21,1, , , , , , , ,28114,22, , , , , , , , , , , , ,64157680,9, , , , , , ,54, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,5,1,1, ,1, , , , , , , 
2026-08-09 13:26:00.853 UTC, , , , , , , , , ,125,3171253,25400, , ,3,2,38,3,0.08,1, , , , , , ,3,3, ,2,2,2,1,4, ,75,41, , , , , , , , , , , , , ,92030,22, ,90975, , , , , , ,-1,-1,-1,-1, , , , , ,11,544, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281960840,,, , , , , , , , , ,3145728,92030, , , , , , ,51, , ,2, , ,3, , ,51, ,2048,1, , , , , ,284384,82, , , , , , ,2, , , ,13,25,31635360,9, , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:26:00.863 UTC, , , , , , , , , ,125,3190317,44464, , ,5, ,34,2,0.06, , , , , , , ,5,5, , , ,3,2,6, ,33,13, , , , , , , , , , , , , ,92030,22, ,90975, , , , ,92080,47948152832,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,92080,1786281960840,,, , , , , , , , , ,3145728,92030, , , , , , ,17, , ,1, , ,3, , ,17,1, , , , , , , ,22047,18, , , , , , , , , , , , ,34781088,9, , , , , , ,49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , 
2026-08-09 13:26:00.878 UTC, , , , , , , , , ,125,3171253,25400, , ,3,2,38,3,0.08,1, , , , , , ,3,3, ,2,2,2,1,4, ,75,41, , , , , , , , , , , , , ,92030,22, ,90975, , , , , , ,-1,-1,-1,-1, , , , , ,11,544, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281960868,,, , , , , , , , , ,3145728,92030, , , , , , ,51, , ,2, , ,3, , ,51, ,2048,1, , , , , ,284384,82, , , , , , ,2, , , ,13,25,50509728,9, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
