time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Concurrent GC.count,Jvm:G1 Concurrent GC.time,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2026-08-09 13:06:01.561 UTC, , , , , , , , , ,589,3196605,50288, , ,7, ,40,4,0.10, , , , , , , ,7,7, , , ,3,4,8, ,37,14, , , , , , , , , , , , , ,65204,8, ,63040, , , , ,65251,48728690688,25,25,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,65251,1786280761537,,, , , , , , , , , ,3145728,65431, , , , , , ,22, , ,1, , ,3, , ,22,1, , , , , , , ,30313,23, , , , , , , , , , , , ,65897992,5, , , , , , ,61, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,4,1,1,1, , , , , , , , 
2026-08-09 13:06:01.592 UTC, , , , , , , , , ,125,3170941,25088, , ,3,1,38,3,0.08,1, , , , , , ,3,3, ,2,1,2,1,4, ,49,28, , , , , , , , , , , , , ,66410,9, ,65628, , , , , , ,-1,-1,-1,-1, , , , , ,8,246, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786280761583,,, , , , , , , , , ,3145728,66410, , , , , , ,37, , ,2, , ,3, , ,37, ,2048,1, , , , , ,225648,62, , , , , , ,2, , , ,11,13,77432328,5, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:06:01.599 UTC, , , , , , , , , ,589,3196397,50080, , ,7, ,41,4,0.10, , , , , , , ,7,7, , , ,3,3,9, ,37,13, , , , , , , , , , , , , ,66410,9, ,65628, , , , ,66457,48729219072,25,25,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,66457,1786280761583,,, , , , , , , , , ,3145728,66642, , , , , , ,21, , ,1, , ,3, , ,21,1, , , , , , , ,30239,22, , , , , , , , , , , , ,78480904,5, , , , , , ,57, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,5,1,1, ,1, , , , , , , 
2026-08-09 13:06:01.629 UTC, , , , , , , , , ,125,3170941,25088, , ,3,2,38,3,0.08, , , , , , , ,3,3, ,2,2,2,1,4, ,51,29, , , , , , , , , , , , , ,67910,10, ,66870, , , , , , ,-1,-1,-1,-1, , , , , ,8,262, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786280761619,,, , , , , , , , , ,3145728,67910, , , , , , ,39, , ,2, , ,3, , ,39, ,2048,1, , , , , ,227794,64, , , , , , ,2, , , ,11,13,90015240,5, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:06:01.641 UTC, , , , , , , , , ,125,3190005,44152, , ,5, ,34,2,0.06, , , , , , , ,5,5, , , ,3,2,6, ,33,13, , , , , , , , , , , , , ,67910,10, ,66870, , , , ,67960,48729210880,25,25,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,67960,1786280761619,,, , , , , , , , , ,3145728,67910, , , , , , ,17, , ,1, , ,3, , ,17,1, , , , , , , ,22047,18, , , , , , , , , , ,1,3,20147984,5, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , 
2026-08-09 13:06:01.654 UTC, , , , , , , , , ,125,3170941,25088, , ,3,2,38,3,0.08, , , , , , , ,3,3, ,2,2,2,1,4, ,51,29, , , , , , , , , , , , , ,67910,10, ,66870, , , , , , ,-1,-1,-1,-1, , , , , ,8,262, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786280761646,,, , , , , , , , , ,3145728,67910, , , , , , ,39, , ,2, , ,3, , ,39, ,2048,1, , , , , ,227794,64, , , , , , ,2, , , ,12,16,35876624,5, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:06:01.664 UTC, , , , , , , , , ,589,3208773,62456, , ,11, ,77,8,0.10, , , , , , , ,11,11, , , ,3,7,13, ,49,16, , , , , , , , , , , , , ,67910,10, ,66870, , , , ,67960,48729194496,25,25,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,67960,1786280761646,,, , , , , , , , , ,3145728,68835, , , , , , ,32, , ,1, , ,3, , ,32,1, , , , , , , ,46838,33, , , , , , , , , , , , ,36925200,5, , , , , , ,104, , , ,4, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , ,17,1,6,5,5,1,7,1, , , , 
2026-08-09 13:06:01.685 UTC, , , , , , , , , ,125,3171045,25112,80, ,3,1,55,3,0.05, , , , , , , ,3,3, ,2,1,2,1,4, ,65,30, , , , , , , , , , , , , ,70967,11, ,69017, , , , , , ,-1,-1,-1,-1, , , , , ,9,302, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786280761677,,, , , , , , , , , ,3145728,70967, , , , , , ,39, , ,2, , ,3, , ,39, ,2048,1, , , , , ,244344,66, , , , , , ,2, , , ,12,16,50556688,5, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:06:01.688 UTC, , , , , , , , , ,125,3193013,47160, , ,6, ,34,3,0.09, , , , , , , ,6,6, , , ,3,3,7, ,33,13, , , , , , , , , , , , , ,70967,11, ,69017, , , , ,71017,48729137152,24,24,24,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,71017,1786280761677,,, , , , , , , , , ,3145728,70967, , , , , , ,19, , ,1, , ,3, , ,19,1, , , , , , , ,26143,20, , , , , , , , , , , , ,51605264,5, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:06:01.696 UTC, , , , , , , , , ,125,3170965,25112, , ,3,1,54,3,0.06, , , , , , , ,3,3, ,2,1,2,1,4, ,65,30, , , , , , , , , , , , , ,70967,11, ,69017, , , , , , ,-1,-1,-1,-1, , , , , ,9,302, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786280761690,,, , , , , , , , , ,3145728,70967, , , , , , ,39, , ,2, , ,3, , ,39, ,2048,1, , , , , ,244344,66, , , , , , ,2, , , ,12,16,65236752,5, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:06:01.700 UTC, , , , , , , , , ,125,3193197,47344, , ,6, ,36,3,0.08, , , , , , , ,6,6, , , ,3,2,8, ,34,14, , , , , , , , , , , , , ,70967,11, ,69017, , , , ,71017,48729124864,24,24,24,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,71017,1786280761690,,, , , , , , , , , ,3145728,70967, , , , , , ,20, , ,1, , ,3, , ,20,1, , , , , , , ,26217,21, , , , , , , , , , , , ,65236752,5, , , , , , ,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:06:01.708 UTC, , , , , , , , , ,125,3170965,25112, , ,3,1,54,3,0.06, , , , , , , ,3,3, ,2,1,2,1,4, ,65,30, , , , , , , , , , , , , ,70967,11, ,69017, , , , , , ,-1,-1,-1,-1, , , , , ,9,302, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786280761701,,, , , , , , , , , ,3145728,70967, , , , , , ,39, , ,2, , ,3, , ,39, ,2048,1, , , , , ,244344,66, , , , , , ,2, , , ,12,16,78868240,5, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:06:01.711 UTC, , , , , , , , , ,125,3193045,47192, , ,6, ,35,3,0.09, , , , , , , ,6,6, , , ,3,3,7, ,33,13, , , , , , , , , , , , , ,70967,11, ,69017, , , , ,71017,48729120768,24,24,24,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,71017,1786280761701,,, , , , , , , , , ,3145728,70967, , , , , , ,19, , ,1, , ,3, , ,19,1, , , , , , , ,26143,20, , , , , , , , , , , , ,79916816,5, , , , , , ,49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , 
2026-08-09 13:06:05.341 UTC, , , , , , , , , ,125,3170965,25112, , ,3,1,54,3,0.06, , , , , , , ,3,3, ,2,1,2,1,4, ,65,30, , , , , , , , , , , , , ,70967,11, ,69017, , , , ,71017,48728633344,24,24,24,24, , , , , ,9,302, , , , , , , , , , , , , , , , , , , , , , , , , ,71017,1786280765167,,, , , , , , , , , ,3145728,70967, , , , , , ,39, , ,2, , ,3, , ,39, ,2048,1, , , , , ,244344,66, , , , , , ,2, , , ,11,14,19675064,5, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:06:05.392 UTC, , , , , , , , , ,125,3193013,47160, , ,6, ,36,3,0.08, , , , , , , ,6,6, , , ,3,3,7, ,33,13, , , , , , , , , , , , , ,70967,11, ,69017, , , , ,71017,48728633344,24,24,24,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,71017,1786280765167,,, , , , , , , , , ,3145728,70967, , , , , , ,19, , ,1, , ,3, , ,19,1, , , , , , , ,26143,20, , , , , , , , , , , , ,52180920,5, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:06:05.413 UTC, , , , , , , , , ,125,3170965,25112, , ,3,1,54,3,0.06, , , , , , , ,3,3, ,2,1,2,1,4, ,65,30, , , , , , , , , , , , , ,70967,11, ,69017, , , , , , ,-1,-1,-1,-1, , , , , ,9,302, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786280765399,,, , , , , , , , , ,3145728,70967, , , , , , ,39, , ,2, , ,3, , ,39, ,2048,1, , , , , ,244344,66, , , , , , ,2, , , ,11,14,65812408,5, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:06:05.424 UTC, , , , , , , , , ,589,3196677,50360, , ,7, ,40,4,0.10, , , , , , , ,7,7, , , ,3,4,8, ,37,14, , , , , , , , , , , , , ,70967,11, ,69017, , , , ,71017,48728616960,24,24,24,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,71017,1786280765399,,, , , , , , , , , ,3145728,71198, , , , , , ,22, , ,1, , ,3, , ,22,1, , , , , , , ,30313,23, , , , , , , , , , , , ,67909560,5, , , , , , ,61, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,4,1,1,1, , , , , , , , 
2026-08-09 13:06:05.451 UTC, , , , , , , , , ,125,3171013,25160, , ,3,1,39,3,0.08,1, , , , , , ,3,3, ,2,1,2,1,4, ,55,31, , , , , , , , , , , , , ,72462,12, ,71395, , , , , , ,-1,-1,-1,-1, , , , , ,9,318, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786280765441,,, , , , , , , , , ,3145728,72462, , , , , , ,40, , ,2, , ,3, , ,40, ,2048,1, , , , , ,244416,67, , , , , , ,2, , , ,11,14,79443896,5, , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:06:05.458 UTC, , , , , , , , , ,589,3196469,50152, , ,7, ,40,4,0.10, , , , , , , ,7,7, , , ,3,3,9, ,37,13, , , , , , , , , , , , , ,72462,12, ,71395, , , , ,72512,48728838144,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,72512,1786280765441,,, , , , , , , , , ,3145728,72697, , , , , , ,21, , ,1, , ,3, , ,21,1, , , , , , , ,30239,22, , , , , , , , , , , , ,80492472,5, , , , , , ,56, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,5,1,1, ,1, , , , , , , 
2026-08-09 13:06:05.482 UTC, , , , , , , , , ,125,3171037,25184, , ,3,1,38,3,0.08,1, , , , , , ,3,3, ,2,1,2,1,4, ,57,32, , , , , , , , , , , , , ,73789,13, ,72925, , , , ,73839,48728842240,23,23,23,23, , , , , ,9,331, , , , , , , , , , , , , , , , , , , , , , , , , ,73839,1786280765472,,, , , , , , , , , ,3145728,73789, , , , , , ,41, , ,2, , ,3, , ,41, ,2048,1, , , , , ,244504,68, , , , , , ,2, , , ,11,14,92026808,5, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:06:05.494 UTC, , , , , , , , , ,125,3190101,44248, , ,5, ,34,2,0.06, , , , , , , ,5,5, , , ,3,2,6, ,33,13, , , , , , , , , , , , , ,73789,13, ,72925, , , , ,73839,48728842240,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,73839,1786280765472,,, , , , , , , , , ,3145728,73789, , , , , , ,17, , ,1, , ,3, , ,17,1, , , , , , , ,22047,18, , , , , , , , , , ,1,2,22836096,5, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , 
2026-08-09 13:06:05.508 UTC, , , , , , , , , ,125,3171037,25184, , ,3,1,38,3,0.08,1, , , , , , ,3,3, ,2,1,2,1,4, ,57,32, , , , , , , , , , , , , ,73789,13, ,72925, , , , , , ,-1,-1,-1,-1, , , , , ,9,331, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786280765499,,, , , , , , , , , ,3145728,73789, , , , , , ,41, , ,2, , ,3, , ,41, ,2048,1, , , , , ,244504,68, , , , , , ,2, , , ,12,16,37516160,5, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:06:05.520 UTC, , , , , , , , , ,589,3208869,62552, , ,11, ,77,8,0.10, , , , , , , ,11,11, , , ,3,7,13, ,49,16, , , , , , , , , , , , , ,73789,13, ,72925, , , , ,73839,48728821760,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,73839,1786280765499,,, , , , , , , , , ,3145728,74715, , , , , , ,32, , ,1, , ,3, , ,32,1, , , , , , , ,46838,33, , , , , , , , , , , , ,39613312,5, , , , , , ,104, , , ,4, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , ,17,1,6,5,5,1,7,1, , , , 
2026-08-09 13:06:05.541 UTC, , , , , , , , , ,125,3171037,25184, , ,3,1,54,3,0.06, , , , , , , ,3,3, ,2,1,2,1,4, ,71,33, , , , , , , , , , , , , ,77038,14, ,74897, , , , , , ,-1,-1,-1,-1, , , , , ,9,374, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786280765534,,, , , , , , , , , ,3145728,77038, , , , , , ,42, , ,2, , ,3, , ,42, ,2048,1, , , , , ,244670,69, , , , , , ,2, , , ,12,16,53244800,5, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:06:05.546 UTC, , , , , , , , , ,125,3193085,47232, , ,6, ,35,3,0.09, , , , , , , ,6,6, , , ,3,3,7, ,33,13, , , , , , , , , , , , , ,77038,14, ,74897, , , , ,77088,48728817664,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,77088,1786280765534,,, , , , , , , , , ,3145728,77038, , , , , , ,19, , ,1, , ,3, , ,19,1, , , , , , , ,26143,20, , , , , , , , , , , , ,53244800,5, , , , , , ,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:06:05.554 UTC, , , , , , , , , ,125,3171037,25184, , ,3,1,54,3,0.06, , , , , , , ,3,3, ,2,1,2,1,4, ,71,33, , , , , , , , , , , , , ,77038,14, ,74897, , , , , , ,-1,-1,-1,-1, , , , , ,9,374, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786280765547,,, , , , , , , , , ,3145728,77038, , , , , , ,42, , ,2, , ,3, , ,42, ,2048,1, , , , , ,244670,69, , , , , , ,2, , , ,12,16,66876288,5, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:06:05.558 UTC, , , , , , , , , ,125,3193269,47416, , ,6, ,36,3,0.08, , , , , , , ,6,6, , , ,3,2,8, ,34,14, , , , , , , , , , , , , ,77038,14, ,74897, , , , ,77088,48728809472,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,77088,1786280765547,,, , , , , , , , , ,3145728,77038, , , , , , ,20, , ,1, , ,3, , ,20,1, , , , , , , ,26217,21, , , , , , , , , , , , ,67924864,5, , , , , , ,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:06:05.566 UTC, , , , , , , , , ,125,3171037,25184, , ,3,1,54,3,0.06, , , , , , , ,3,3, ,2,1,2,1,4, ,71,33, , , , , , , , , , , , , ,77038,14, ,74897, , , , , , ,-1,-1,-1,-1, , , , , ,9,374, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786280765559,,, , , , , , , , , ,3145728,77038, , , , , , ,42, , ,2, , ,3, , ,42, ,2048,1, , , , , ,244670,69, , , , , , ,2, , , ,12,16,81556352,5, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:06:05.570 UTC, , , , , , , , , ,125,3193117,47264, , ,6, ,35,3,0.09, , , , , , , ,6,6, , , ,3,3,7, ,33,13, , , , , , , , , , , , , ,77038,14, ,74897, , , , ,77088,48728797184,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,77088,1786280765559,,, , , , , , , , , ,3145728,77038, , , , , , ,19, , ,1, , ,3, , ,19,1, , , , , , , ,26143,20, , , , , , , , , , , , ,81556352,5, , , , , , ,49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , 
2026-08-09 13:15:29.289 UTC, , , , , , , , , ,125,3171037,25184, , ,3,1,54,3,0.06, , , , , , , ,3,3, ,2,1,2,1,4, ,71,33, , , , , , , , , , , , , ,77038,14, ,74897, , , , ,77088,46952239104,22,22,22,22, , , , , ,9,374, , , , , , , , , , , , , , , , , , , , , , , , , ,77088,1786281329055,,, , , , , , , , , ,3145728,77038, , , , , , ,42, , ,2, , ,3, , ,42, ,2048,1, , , , , ,244670,69, , , , , , ,2, , , ,11,13,52581552,7, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:29.356 UTC, , , , , , , , , ,125,3193085,47232, , ,6, ,36,3,0.08, , , , , , , ,6,6, , , ,3,3,7, ,33,13, , , , , , , , , , , , , ,77038,14, ,74897, , , , ,77088,46952239104,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,77088,1786281329055,,, , , , , , , , , ,3145728,77038, , , , , , ,19, , ,1, , ,3, , ,19,1, , , , , , , ,26143,20, , , , , , , , , , ,1,3,35549520,7, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:15:29.381 UTC, , , , , , , , , ,125,3171037,25184, , ,3,1,54,3,0.06, , , , , , , ,3,3, ,2,1,2,1,4, ,71,33, , , , , , , , , , , , , ,77038,14, ,74897, , , , , , ,-1,-1,-1,-1, , , , , ,9,374, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281329365,,, , , , , , , , , ,3145728,77038, , , , , , ,42, , ,2, , ,3, , ,42, ,2048,1, , , , , ,244670,69, , , , , , ,2, , , ,12,16,49181008,7, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:29.394 UTC, , , , , , , , , ,589,3196749,50432, , ,7, ,40,4,0.10, , , , , , , ,7,7, , , ,3,4,8, ,37,14, , , , , , , , , , , , , ,77038,14, ,74897, , , , ,77088,46952226816,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,77088,1786281329365,,, , , , , , , , , ,3145728,77269, , , , , , ,22, , ,1, , ,3, , ,22,1, , , , , , , ,30313,23, , , , , , , , , , , , ,51278160,7, , , , , , ,61, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,4,1,1,1, , , , , , , , 
2026-08-09 13:15:29.421 UTC, , , , , , , , , ,125,3171061,25208, , ,3, ,38,3,0.08, , , , , , , ,3,3, ,2, ,2,1,4, ,61,34, , , , , , , , , , , , , ,78449,15, ,77466, , , , , , ,-1,-1,-1,-1, , , , , ,10,387, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281329410,,, , , , , , , , , ,3145728,78449, , , , , , ,42, , ,2, , ,3, , ,42, ,2048,1, , , , , ,261120,71, , , , , , ,2, , , ,12,16,62812496,7, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:15:29.427 UTC, , , , , , , , , ,589,3196517,50200, , ,7, ,41,4,0.10, , , , , , , ,7,7, , , ,3,3,9, ,37,13, , , , , , , , , , , , , ,78449,15, ,77466, , , , ,78499,46952271872,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,78499,1786281329410,,, , , , , , , , , ,3145728,78684, , , , , , ,21, , ,1, , ,3, , ,21,1, , , , , , , ,30239,22, , , , , , , , , , , , ,63861072,7, , , , , , ,57, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,5,1,1, ,1, , , , , , , 
